X Y Z
540151.875 6423306.900391 1750.0
540151.875 6423306.900391 1950.0
999.0 999.0 999.0
540118.359375 6423385.062012 1750.0
540118.359375 6423385.062012 1950.0
999.0 999.0 999.0
540084.84375 6423463.223633 1750.0
540084.84375 6423463.223633 1950.0
999.0 999.0 999.0
540051.328125 6423541.385254 1750.0
540051.328125 6423541.385254 1950.0
999.0 999.0 999.0
540017.8125 6423619.546875 1750.0
540017.8125 6423619.546875 1950.0
999.0 999.0 999.0
539984.725342 6423707.572266 1750.0
539984.725342 6423707.572266 1950.0
999.0 999.0 999.0
539951.637939 6423795.597656 1750.0
539951.637939 6423795.597656 1950.0
999.0 999.0 999.0
539918.550781 6423883.623047 1750.0
539918.550781 6423883.623047 1950.0
999.0 999.0 999.0
539943.034302 6423968.185242 1750.0
539943.034302 6423968.185242 1950.0
999.0 999.0 999.0
539967.517822 6424052.747437 1750.0
539967.517822 6424052.747437 1950.0
999.0 999.0 999.0
539992.001221 6424137.30957 1750.0
539992.001221 6424137.30957 1950.0
999.0 999.0 999.0
540016.484741 6424221.871765 1750.0
540016.484741 6424221.871765 1950.0
999.0 999.0 999.0
540040.96814 6424306.433899 1750.0
540040.96814 6424306.433899 1950.0
999.0 999.0 999.0
540065.45166 6424390.996094 1750.0
540065.45166 6424390.996094 1950.0
999.0 999.0 999.0
540054.141907 6424484.514648 1750.0
540054.141907 6424484.514648 1950.0
999.0 999.0 999.0
540042.832275 6424578.033218 1750.0
540042.832275 6424578.033218 1950.0
999.0 999.0 999.0
540031.522461 6424671.551758 1750.0
540031.522461 6424671.551758 1950.0
999.0 999.0 999.0
540020.212769 6424765.070313 1750.0
540020.212769 6424765.070313 1950.0
999.0 999.0 999.0
540008.902954 6424858.588867 1750.0
540008.902954 6424858.588867 1950.0
999.0 999.0 999.0
539997.593262 6424952.107422 1750.0
539997.593262 6424952.107422 1950.0
999.0 999.0 999.0
539993.177246 6425035.941895 1750.0
539993.177246 6425035.941895 1950.0
999.0 999.0 999.0
539988.76123 6425119.776367 1750.0
539988.76123 6425119.776367 1950.0
999.0 999.0 999.0
539984.345215 6425203.61084 1750.0
539984.345215 6425203.61084 1950.0
999.0 999.0 999.0
539979.929199 6425287.445313 1750.0
539979.929199 6425287.445313 1950.0
999.0 999.0 999.0
540004.818115 6425382.563782 1750.0
540004.818115 6425382.563782 1950.0
999.0 999.0 999.0
540029.707031 6425477.682251 1750.0
540029.707031 6425477.682251 1950.0
999.0 999.0 999.0
540054.595886 6425572.800781 1750.0
540054.595886 6425572.800781 1950.0
999.0 999.0 999.0
540079.484741 6425667.919312 1750.0
540079.484741 6425667.919312 1950.0
999.0 999.0 999.0
540104.373657 6425763.03772 1750.0
540104.373657 6425763.03772 1950.0
999.0 999.0 999.0
540129.262573 6425858.15625 1750.0
540129.262573 6425858.15625 1950.0
999.0 999.0 999.0
540154.151428 6425953.27478 1750.0
540154.151428 6425953.27478 1950.0
999.0 999.0 999.0
540179.040344 6426048.393188 1750.0
540179.040344 6426048.393188 1950.0
999.0 999.0 999.0
540203.929199 6426143.511719 1750.0
540203.929199 6426143.511719 1950.0
999.0 999.0 999.0
540224.627625 6426231.129761 1750.0
540224.627625 6426231.129761 1950.0
999.0 999.0 999.0
540245.32605 6426318.747681 1750.0
540245.32605 6426318.747681 1950.0
999.0 999.0 999.0
540266.024536 6426406.365601 1750.0
540266.024536 6426406.365601 1950.0
999.0 999.0 999.0
540286.7229 6426493.983643 1750.0
540286.7229 6426493.983643 1950.0
999.0 999.0 999.0
540307.421387 6426581.601563 1750.0
540307.421387 6426581.601563 1950.0
999.0 999.0 999.0
540342.816772 6426671.614746 1750.0
540342.816772 6426671.614746 1950.0
999.0 999.0 999.0
540378.212158 6426761.628174 1750.0
540378.212158 6426761.628174 1950.0
999.0 999.0 999.0
540413.607605 6426851.641113 1750.0
540413.607605 6426851.641113 1950.0
999.0 999.0 999.0
540449.00293 6426941.654541 1750.0
540449.00293 6426941.654541 1950.0
999.0 999.0 999.0
540484.398376 6427031.667725 1750.0
540484.398376 6427031.667725 1950.0
999.0 999.0 999.0
540519.793823 6427121.681152 1750.0
540519.793823 6427121.681152 1950.0
999.0 999.0 999.0
540555.189209 6427211.694336 1750.0
540555.189209 6427211.694336 1950.0
999.0 999.0 999.0
540590.584595 6427301.70752 1750.0
540590.584595 6427301.70752 1950.0
999.0 999.0 999.0
540625.97998 6427391.720703 1750.0
540625.97998 6427391.720703 1950.0
999.0 999.0 999.0
540653.20224 6427471.27002 1750.0
540653.20224 6427471.27002 1950.0
999.0 999.0 999.0
540680.4245 6427550.819336 1750.0
540680.4245 6427550.819336 1950.0
999.0 999.0 999.0
540707.64679 6427630.368408 1750.0
540707.64679 6427630.368408 1950.0
999.0 999.0 999.0
540734.869049 6427709.91748 1750.0
540734.869049 6427709.91748 1950.0
999.0 999.0 999.0
540762.091309 6427789.466797 1750.0
540762.091309 6427789.466797 1950.0
999.0 999.0 999.0
540811.217773 6427861.61084 1750.0
540811.217773 6427861.61084 1950.0
999.0 999.0 999.0
540860.344238 6427933.754883 1750.0
540860.344238 6427933.754883 1950.0
999.0 999.0 999.0
540909.470703 6428005.898926 1750.0
540909.470703 6428005.898926 1950.0
999.0 999.0 999.0
540958.597168 6428078.042969 1750.0
540958.597168 6428078.042969 1950.0
