,X,Y,Z,pol
634,542206.478516,6423992.796875,1950.0,2.0
635,999.0,999.0,999.0,2.0
636,542177.682129,6423906.849609,1750.0,2.0
637,542177.682129,6423906.849609,1950.0,2.0
638,999.0,999.0,999.0,2.0
639,542148.885742,6423820.902344,1750.0,2.0
640,542148.885742,6423820.902344,1950.0,2.0
641,999.0,999.0,999.0,2.0
642,542120.089355,6423734.955078,1750.0,2.0
643,542120.089355,6423734.955078,1950.0,2.0
644,999.0,999.0,999.0,2.0
645,542091.292969,6423649.007813,1750.0,2.0
646,542091.292969,6423649.007813,1950.0,2.0
647,999.0,999.0,999.0,2.0
648,542056.186096,6423561.993774,1750.0,2.0
649,542056.186096,6423561.993774,1950.0,2.0
650,999.0,999.0,999.0,2.0
651,542021.079224,6423474.979736,1750.0,2.0
652,542021.079224,6423474.979736,1950.0,2.0
653,999.0,999.0,999.0,2.0
654,541985.97229,6423387.965576,1750.0,2.0
655,541985.97229,6423387.965576,1950.0,2.0
656,999.0,999.0,999.0,2.0
657,541950.865479,6423300.95166,1750.0,2.0
658,541950.865479,6423300.95166,1950.0,2.0
659,999.0,999.0,999.0,2.0
660,541915.758545,6423213.9375,1750.0,2.0
661,541915.758545,6423213.9375,1950.0,2.0
662,999.0,999.0,999.0,2.0
663,541899.873596,6423124.534546,1750.0,2.0
664,541899.873596,6423124.534546,1950.0,2.0
665,999.0,999.0,999.0,2.0
666,541883.988586,6423035.131592,1750.0,2.0
667,541883.988586,6423035.131592,1950.0,2.0
668,999.0,999.0,999.0,2.0
669,541868.103577,6422945.728882,1750.0,2.0
670,541868.103577,6422945.728882,1950.0,2.0
671,999.0,999.0,999.0,2.0
672,541852.218628,6422856.325928,1750.0,2.0
673,541852.218628,6422856.325928,1950.0,2.0
674,999.0,999.0,999.0,2.0
675,541836.333618,6422766.922974,1750.0,2.0
676,541836.333618,6422766.922974,1950.0,2.0
677,999.0,999.0,999.0,2.0
678,541820.448669,6422677.520142,1750.0,2.0
679,541820.448669,6422677.520142,1950.0,2.0
680,999.0,999.0,999.0,2.0
681,541804.563721,6422588.117188,1750.0,2.0
682,541804.563721,6422588.117188,1950.0,2.0
683,999.0,999.0,999.0,2.0
684,541784.291687,6422512.220215,1750.0,2.0
685,541784.291687,6422512.220215,1950.0,2.0
686,999.0,999.0,999.0,2.0
687,541764.019653,6422436.323242,1750.0,2.0
688,541764.019653,6422436.323242,1950.0,2.0
689,999.0,999.0,999.0,2.0
690,541743.74762,6422360.42627,1750.0,2.0
691,541743.74762,6422360.42627,1950.0,2.0
692,999.0,999.0,999.0,2.0
693,541723.475586,6422284.529297,1750.0,2.0
694,541723.475586,6422284.529297,1950.0,2.0
695,999.0,999.0,999.0,2.0
696,541714.992554,6422188.94873,1750.0,2.0
697,541714.992554,6422188.94873,1950.0,2.0
698,999.0,999.0,999.0,2.0
699,541706.509583,6422093.368164,1750.0,2.0
700,541706.509583,6422093.368164,1950.0,2.0
701,999.0,999.0,999.0,2.0
702,541698.026611,6421997.787842,1750.0,2.0
703,541698.026611,6421997.787842,1950.0,2.0
704,999.0,999.0,999.0,2.0
705,541689.543579,6421902.20752,1750.0,2.0
706,541689.543579,6421902.20752,1950.0,2.0
707,999.0,999.0,999.0,2.0
708,541681.060547,6421806.626953,1750.0,2.0
709,541681.060547,6421806.626953,1950.0,2.0
710,999.0,999.0,999.0,2.0
711,541666.145142,6421709.662109,1750.0,2.0
712,541666.145142,6421709.662109,1950.0,2.0
713,999.0,999.0,999.0,2.0
714,541651.229736,6421612.69751,1750.0,2.0
715,541651.229736,6421612.69751,1950.0,2.0
716,999.0,999.0,999.0,2.0
717,541636.31427,6421515.73291,1750.0,2.0
718,541636.31427,6421515.73291,1950.0,2.0
719,999.0,999.0,999.0,2.0
720,541621.398865,6421418.768066,1750.0,2.0
721,541621.398865,6421418.768066,1950.0,2.0
722,999.0,999.0,999.0,2.0
723,541606.483459,6421321.803223,1750.0,2.0
724,541606.483459,6421321.803223,1950.0,2.0
725,999.0,999.0,999.0,2.0
726,541591.567993,6421224.838623,1750.0,2.0
727,541591.567993,6421224.838623,1950.0,2.0
728,999.0,999.0,999.0,2.0
729,541576.652618,6421127.873779,1750.0,2.0
730,541576.652618,6421127.873779,1950.0,2.0
731,999.0,999.0,999.0,2.0
732,541561.737183,6421030.90918,1750.0,2.0
733,541561.737183,6421030.90918,1950.0,2.0
734,999.0,999.0,999.0,2.0
735,541546.821777,6420933.944336,1750.0,2.0
736,541546.821777,6420933.944336,1950.0,2.0
737,999.0,999.0,999.0,2.0
738,545526.479492,6427757.964844,1750.0,3.0
739,545526.479492,6427757.964844,1950.0,3.0
740,999.0,999.0,999.0,3.0
741,545480.793945,6427669.844971,1750.0,3.0
742,545480.793945,6427669.844971,1950.0,3.0
743,999.0,999.0,999.0,3.0
744,545435.10791,6427581.725098,1750.0,3.0
745,545435.10791,6427581.725098,1950.0,3.0
746,999.0,999.0,999.0,3.0
747,545389.422363,6427493.60498,1750.0,3.0
748,545389.422363,6427493.60498,1950.0,3.0
749,999.0,999.0,999.0,3.0
750,545343.736328,6427405.485352,1750.0,3.0
751,545343.736328,6427405.485352,1950.0,3.0
752,999.0,999.0,999.0,3.0
753,545298.050781,6427317.365234,1750.0,3.0
754,545298.050781,6427317.365234,1950.0,3.0
755,999.0,999.0,999.0,3.0
756,545256.472656,6427241.628662,1750.0,3.0
757,545256.472656,6427241.628662,1950.0,3.0
758,999.0,999.0,999.0,3.0
759,545214.89502,6427165.891846,1750.0,3.0
760,545214.89502,6427165.891846,1950.0,3.0
761,999.0,999.0,999.0,3.0
762,545173.316895,6427090.155029,1750.0,3.0
763,545173.316895,6427090.155029,1950.0,3.0
764,999.0,999.0,999.0,3.0
765,545131.739014,6427014.418457,1750.0,3.0
766,545131.739014,6427014.418457,1950.0,3.0
767,999.0,999.0,999.0,3.0
768,545090.161133,6426938.681641,1750.0,3.0
769,545090.161133,6426938.681641,1950.0,3.0
770,999.0,999.0,999.0,3.0
771,545013.688232,6426876.824219,1750.0,3.0
772,545013.688232,6426876.824219,1950.0,3.0
773,999.0,999.0,999.0,3.0
774,544937.215332,6426814.966797,1750.0,3.0
775,544937.215332,6426814.966797,1950.0,3.0
776,999.0,999.0,999.0,3.0
777,544860.742676,6426753.109375,1750.0,3.0
778,544860.742676,6426753.109375,1950.0,3.0
779,999.0,999.0,999.0,3.0
780,544784.269775,6426691.251953,1750.0,3.0
781,544784.269775,6426691.251953,1950.0,3.0
782,999.0,999.0,999.0,3.0
783,544707.797119,6426629.394531,1750.0,3.0
784,544707.797119,6426629.394531,1950.0,3.0
785,999.0,999.0,999.0,3.0
786,544631.324219,6426567.537109,1750.0,3.0
787,544631.324219,6426567.537109,1950.0,3.0
788,999.0,999.0,999.0,3.0
789,544579.14209,6426499.956299,1750.0,3.0
790,544579.14209,6426499.956299,1950.0,3.0
791,999.0,999.0,999.0,3.0
792,544526.960449,6426432.375488,1750.0,3.0
793,544526.960449,6426432.375488,1950.0,3.0
794,999.0,999.0,999.0,3.0
795,544474.77832,6426364.794434,1750.0,3.0
796,544474.77832,6426364.794434,1950.0,3.0
797,999.0,999.0,999.0,3.0
798,544422.596191,6426297.213623,1750.0,3.0
799,544422.596191,6426297.213623,1950.0,3.0
800,999.0,999.0,999.0,3.0
801,544370.414063,6426229.632813,1750.0,3.0
802,544370.414063,6426229.632813,1950.0,3.0
803,999.0,999.0,999.0,3.0
804,544318.193359,6426145.033203,1750.0,3.0
805,544318.193359,6426145.033203,1950.0,3.0
806,999.0,999.0,999.0,3.0
807,544265.972656,6426060.433594,1750.0,3.0
808,544265.972656,6426060.433594,1950.0,3.0
809,999.0,999.0,999.0,3.0
810,544246.560303,6425987.000488,1750.0,3.0
811,544246.560303,6425987.000488,1950.0,3.0
812,999.0,999.0,999.0,3.0
813,544227.147949,6425913.567383,1750.0,3.0
814,544227.147949,6425913.567383,1950.0,3.0
815,999.0,999.0,999.0,3.0
816,544207.735596,6425840.134277,1750.0,3.0
817,544207.735596,6425840.134277,1950.0,3.0
818,999.0,999.0,999.0,3.0
819,544188.323242,6425766.701172,1750.0,3.0
820,544188.323242,6425766.701172,1950.0,3.0
821,999.0,999.0,999.0,3.0
822,544128.028564,6425706.442383,1750.0,3.0
823,544128.028564,6425706.442383,1950.0,3.0
824,999.0,999.0,999.0,3.0
825,544067.733398,6425646.183594,1750.0,3.0
826,544067.733398,6425646.183594,1950.0,3.0
827,999.0,999.0,999.0,3.0
828,544007.438965,6425585.924805,1750.0,3.0
829,544007.438965,6425585.924805,1950.0,3.0
830,999.0,999.0,999.0,3.0
831,543947.144043,6425525.666016,1750.0,3.0
832,543947.144043,6425525.666016,1950.0,3.0
833,999.0,999.0,999.0,3.0
834,543886.849365,6425465.407227,1750.0,3.0
835,543886.849365,6425465.407227,1950.0,3.0
836,999.0,999.0,999.0,3.0
837,543826.554688,6425405.148438,1750.0,3.0
838,543826.554688,6425405.148438,1950.0,3.0
839,999.0,999.0,999.0,3.0
840,543787.617188,6425322.70459,1750.0,3.0
841,543787.617188,6425322.70459,1950.0,3.0
842,999.0,999.0,999.0,3.0
843,543748.679688,6425240.260742,1750.0,3.0
844,543748.679688,6425240.260742,1950.0,3.0
845,999.0,999.0,999.0,3.0
846,543709.742188,6425157.816895,1750.0,3.0
847,543709.742188,6425157.816895,1950.0,3.0
848,999.0,999.0,999.0,3.0
849,543670.804688,6425075.373047,1750.0,3.0
850,543670.804688,6425075.373047,1950.0,3.0
851,999.0,999.0,999.0,3.0
852,543636.907227,6425001.042572,1750.0,3.0
853,543636.907227,6425001.042572,1950.0,3.0
854,999.0,999.0,999.0,3.0
855,543603.01001,6424926.712128,1750.0,3.0
856,543603.01001,6424926.712128,1950.0,3.0
857,999.0,999.0,999.0,3.0
858,543569.112305,6424852.381622,1750.0,3.0
859,543569.112305,6424852.381622,1950.0,3.0
860,999.0,999.0,999.0,3.0
861,543535.214844,6424778.051163,1750.0,3.0
862,543535.214844,6424778.051163,1950.0,3.0
863,999.0,999.0,999.0,3.0
864,543501.317627,6424703.720703,1750.0,3.0
865,543501.317627,6424703.720703,1950.0,3.0
866,999.0,999.0,999.0,3.0
867,543445.999023,6424621.495117,1750.0,3.0
868,543445.999023,6424621.495117,1950.0,3.0
869,999.0,999.0,999.0,3.0
870,543390.680176,6424539.269531,1750.0,3.0
871,543390.680176,6424539.269531,1950.0,3.0
872,999.0,999.0,999.0,3.0
873,543335.361572,6424457.043945,1750.0,3.0
874,543335.361572,6424457.043945,1950.0,3.0
875,999.0,999.0,999.0,3.0
876,543280.042969,6424374.818359,1750.0,3.0
877,543280.042969,6424374.818359,1950.0,3.0
878,999.0,999.0,999.0,3.0
879,543228.933594,6424306.049988,1750.0,3.0
880,543228.933594,6424306.049988,1950.0,3.0
881,999.0,999.0,999.0,3.0
882,543177.824219,6424237.281616,1750.0,3.0
883,543177.824219,6424237.281616,1950.0,3.0
884,999.0,999.0,999.0,3.0
885,543126.7146,6424168.513306,1750.0,3.0
886,543126.7146,6424168.513306,1950.0,3.0
887,999.0,999.0,999.0,3.0
888,543075.605225,6424099.744934,1750.0,3.0
889,543075.605225,6424099.744934,1950.0,3.0
890,999.0,999.0,999.0,3.0
891,543024.49585,6424030.976563,1750.0,3.0
892,543024.49585,6424030.976563,1950.0,3.0
893,999.0,999.0,999.0,3.0
894,542974.130859,6423963.50354,1750.0,3.0
895,542974.130859,6423963.50354,1950.0,3.0
896,999.0,999.0,999.0,3.0
897,542923.765869,6423896.030457,1750.0,3.0
898,542923.765869,6423896.030457,1950.0,3.0
899,999.0,999.0,999.0,3.0
900,542873.400635,6423828.557373,1750.0,3.0
901,542873.400635,6423828.557373,1950.0,3.0
902,999.0,999.0,999.0,3.0
903,542823.035767,6423761.084351,1750.0,3.0
904,542823.035767,6423761.084351,1950.0,3.0
905,999.0,999.0,999.0,3.0
906,542772.670654,6423693.611328,1750.0,3.0
907,542772.670654,6423693.611328,1950.0,3.0
908,999.0,999.0,999.0,3.0
909,542760.745483,6423595.617188,1750.0,3.0
910,542760.745483,6423595.617188,1950.0,3.0
911,999.0,999.0,999.0,3.0
912,542748.820313,6423497.623047,1750.0,3.0
913,542748.820313,6423497.623047,1950.0,3.0
914,999.0,999.0,999.0,3.0
915,542718.354736,6423416.214478,1750.0,3.0
916,542718.354736,6423416.214478,1950.0,3.0
917,999.0,999.0,999.0,3.0
918,542687.88916,6423334.805786,1750.0,3.0
919,542687.88916,6423334.805786,1950.0,3.0
920,999.0,999.0,999.0,3.0
921,542657.42334,6423253.397217,1750.0,3.0
922,542657.42334,6423253.397217,1950.0,3.0
923,999.0,999.0,999.0,3.0
924,542626.957764,6423171.988647,1750.0,3.0
925,542626.957764,6423171.988647,1950.0,3.0
926,999.0,999.0,999.0,3.0
927,542596.492188,6423090.580078,1750.0,3.0
928,542596.492188,6423090.580078,1950.0,3.0
929,999.0,999.0,999.0,3.0
930,542542.078125,6423029.198242,1750.0,3.0
931,542542.078125,6423029.198242,1950.0,3.0
932,999.0,999.0,999.0,3.0
933,542487.664063,6422967.816406,1750.0,3.0
934,542487.664063,6422967.816406,1950.0,3.0
935,999.0,999.0,999.0,3.0
936,542424.417969,6422896.464844,1750.0,3.0
937,542424.417969,6422896.464844,1950.0,3.0
938,999.0,999.0,999.0,3.0
939,542383.255859,6422863.515625,1750.0,3.0
940,542383.255859,6422863.515625,1950.0,3.0
941,999.0,999.0,999.0,3.0
942,542342.09375,6422830.566406,1750.0,3.0
943,542342.09375,6422830.566406,1950.0,3.0
944,999.0,999.0,999.0,3.0
945,542306.371094,6422773.129639,1750.0,3.0
946,542306.371094,6422773.129639,1950.0,3.0
947,999.0,999.0,999.0,3.0
948,542270.648682,6422715.692749,1750.0,3.0
949,542270.648682,6422715.692749,1950.0,3.0
950,999.0,999.0,999.0,3.0
951,542234.926025,6422658.255859,1750.0,3.0
952,542234.926025,6422658.255859,1950.0,3.0
953,999.0,999.0,999.0,3.0
954,542214.992676,6422582.041016,1750.0,3.0
955,542214.992676,6422582.041016,1950.0,3.0
956,999.0,999.0,999.0,3.0
957,542195.059448,6422505.826172,1750.0,3.0
958,542195.059448,6422505.826172,1950.0,3.0
959,999.0,999.0,999.0,3.0
960,542175.126221,6422429.611328,1750.0,3.0
961,542175.126221,6422429.611328,1950.0,3.0
962,999.0,999.0,999.0,3.0
963,542155.192871,6422353.396484,1750.0,3.0
964,542155.192871,6422353.396484,1950.0,3.0
965,999.0,999.0,999.0,3.0
966,542138.130371,6422262.928711,1750.0,3.0
967,542138.130371,6422262.928711,1950.0,3.0
968,999.0,999.0,999.0,3.0
969,542121.067993,6422172.460938,1750.0,3.0
970,542121.067993,6422172.460938,1950.0,3.0
971,999.0,999.0,999.0,3.0
972,542104.005615,6422081.993164,1750.0,3.0
973,542104.005615,6422081.993164,1950.0,3.0
974,999.0,999.0,999.0,3.0
975,542086.943115,6421991.525391,1750.0,3.0
976,542086.943115,6421991.525391,1950.0,3.0
977,999.0,999.0,999.0,3.0
978,542033.036621,6421922.436279,1750.0,3.0
979,542033.036621,6421922.436279,1950.0,3.0
980,999.0,999.0,999.0,3.0
981,541979.130127,6421853.347168,1750.0,3.0
982,541979.130127,6421853.347168,1950.0,3.0
983,999.0,999.0,999.0,3.0
984,541925.223633,6421784.257813,1750.0,3.0
985,541925.223633,6421784.257813,1950.0,3.0
986,999.0,999.0,999.0,3.0
987,541888.430176,6421699.769287,1750.0,3.0
988,541888.430176,6421699.769287,1950.0,3.0
989,999.0,999.0,999.0,3.0
990,541851.636719,6421615.280762,1750.0,3.0
991,541851.636719,6421615.280762,1950.0,3.0
992,999.0,999.0,999.0,3.0
993,541814.843262,6421530.791992,1750.0,3.0
994,541814.843262,6421530.791992,1950.0,3.0
995,999.0,999.0,999.0,3.0
996,541790.17511,6421444.702393,1750.0,3.0
997,541790.17511,6421444.702393,1950.0,3.0
998,999.0,999.0,999.0,3.0
999,541765.506958,6421358.612793,1750.0,3.0
1000,541765.506958,6421358.612793,1950.0,3.0
1001,999.0,999.0,999.0,3.0
1002,541740.838745,6421272.523682,1750.0,3.0
1003,541740.838745,6421272.523682,1950.0,3.0
1004,999.0,999.0,999.0,3.0
1005,541716.170593,6421186.434082,1750.0,3.0
1006,541716.170593,6421186.434082,1950.0,3.0
1007,999.0,999.0,999.0,3.0
1008,541691.502441,6421100.344727,1750.0,3.0
1009,541691.502441,6421100.344727,1950.0,3.0
1010,999.0,999.0,999.0,3.0
1011,541648.447266,6421024.593018,1750.0,3.0
1012,541648.447266,6421024.593018,1950.0,3.0
1013,999.0,999.0,999.0,3.0
1014,541605.39209,6420948.84082,1750.0,3.0
1015,541605.39209,6420948.84082,1950.0,3.0
1016,999.0,999.0,999.0,3.0
1017,541562.336914,6420873.088867,1750.0,3.0
1018,541562.336914,6420873.088867,1950.0,3.0
1019,999.0,999.0,999.0,3.0
1020,541491.844727,6420821.313965,1750.0,3.0
1021,541491.844727,6420821.313965,1950.0,3.0
1022,999.0,999.0,999.0,3.0
1023,541421.352539,6420769.539551,1750.0,3.0
1024,541421.352539,6420769.539551,1950.0,3.0
1025,999.0,999.0,999.0,3.0
1026,541350.860352,6420717.764893,1750.0,3.0
1027,541350.860352,6420717.764893,1950.0,3.0
1028,999.0,999.0,999.0,3.0
1029,541280.368164,6420665.990234,1750.0,3.0
1030,541280.368164,6420665.990234,1950.0,3.0
1031,999.0,999.0,999.0,3.0
1032,541209.875977,6420614.21582,1750.0,3.0
1033,541209.875977,6420614.21582,1950.0,3.0
1034,999.0,999.0,999.0,3.0
1035,541132.389679,6420551.199219,1750.0,3.0
1036,541132.389679,6420551.199219,1950.0,3.0
1037,999.0,999.0,999.0,3.0
1038,541054.903389,6420488.182129,1750.0,3.0
1039,541054.903389,6420488.182129,1950.0,3.0
1040,999.0,999.0,999.0,3.0
1041,540977.417091,6420425.165527,1750.0,3.0
1042,540977.417091,6420425.165527,1950.0,3.0
1043,999.0,999.0,999.0,3.0
1044,540899.930817,6420362.148438,1750.0,3.0
1045,540899.930817,6420362.148438,1950.0,3.0
1046,999.0,999.0,999.0,3.0
1047,540822.444519,6420299.131836,1750.0,3.0
1048,540822.444519,6420299.131836,1950.0,3.0
1049,999.0,999.0,999.0,3.0
1050,540744.958221,6420236.115234,1750.0,3.0
1051,540744.958221,6420236.115234,1950.0,3.0
1052,999.0,999.0,999.0,3.0
1053,540667.471924,6420173.098145,1750.0,3.0
1054,540667.471924,6420173.098145,1950.0,3.0
1055,999.0,999.0,999.0,3.0
1056,540589.985626,6420110.081055,1750.0,3.0
1057,540589.985626,6420110.081055,1950.0,3.0
1058,999.0,999.0,999.0,3.0
1059,540512.499329,6420047.064453,1750.0,3.0
1060,540512.499329,6420047.064453,1950.0,3.0
1061,999.0,999.0,999.0,3.0
1062,540435.013062,6419984.047852,1750.0,3.0
1063,540435.013062,6419984.047852,1950.0,3.0
1064,999.0,999.0,999.0,3.0
1065,540357.526733,6419921.03125,1750.0,3.0
1066,540357.526733,6419921.03125,1950.0,3.0
1067,999.0,999.0,999.0,3.0
1068,540280.040466,6419858.013672,1750.0,3.0
1069,540280.040466,6419858.013672,1950.0,3.0
1070,999.0,999.0,999.0,3.0
1071,540202.554138,6419794.99707,1750.0,3.0
1072,540202.554138,6419794.99707,1950.0,3.0
1073,999.0,999.0,999.0,3.0
1074,540125.067871,6419731.980469,1750.0,3.0
1075,540125.067871,6419731.980469,1950.0,3.0
1076,999.0,999.0,999.0,3.0
1077,545921.371094,6427086.890625,1750.0,4.0
1078,545921.371094,6427086.890625,1950.0,4.0
1079,999.0,999.0,999.0,4.0
1080,545862.505371,6427020.397461,1750.0,4.0
1081,545862.505371,6427020.397461,1950.0,4.0
1082,999.0,999.0,999.0,4.0
1083,545803.640137,6426953.904053,1750.0,4.0
1084,545803.640137,6426953.904053,1950.0,4.0
1085,999.0,999.0,999.0,4.0
1086,545744.774414,6426887.410645,1750.0,4.0
1087,545744.774414,6426887.410645,1950.0,4.0
1088,999.0,999.0,999.0,4.0
1089,545685.90918,6426820.91748,1750.0,4.0
1090,545685.90918,6426820.91748,1950.0,4.0
1091,999.0,999.0,999.0,4.0
1092,545627.043457,6426754.424072,1750.0,4.0
1093,545627.043457,6426754.424072,1950.0,4.0
1094,999.0,999.0,999.0,4.0
1095,545568.178223,6426687.930908,1750.0,4.0
1096,545568.178223,6426687.930908,1950.0,4.0
1097,999.0,999.0,999.0,4.0
1098,545509.3125,6426621.4375,1750.0,4.0
1099,545509.3125,6426621.4375,1950.0,4.0
1100,999.0,999.0,999.0,4.0
1101,545450.874023,6426543.693848,1750.0,4.0
1102,545450.874023,6426543.693848,1950.0,4.0
1103,999.0,999.0,999.0,4.0
1104,545392.436035,6426465.950073,1750.0,4.0
1105,545392.436035,6426465.950073,1950.0,4.0
1106,999.0,999.0,999.0,4.0
1107,545333.997559,6426388.206299,1750.0,4.0
1108,545333.997559,6426388.206299,1950.0,4.0
1109,999.0,999.0,999.0,4.0
1110,545275.55957,6426310.462524,1750.0,4.0
1111,545275.55957,6426310.462524,1950.0,4.0
1112,999.0,999.0,999.0,4.0
1113,545217.121094,6426232.71875,1750.0,4.0
1114,545217.121094,6426232.71875,1950.0,4.0
1115,999.0,999.0,999.0,4.0
1116,545175.817383,6426170.278564,1750.0,4.0
1117,545175.817383,6426170.278564,1950.0,4.0
1118,999.0,999.0,999.0,4.0
1119,545134.51416,6426107.838623,1750.0,4.0
1120,545134.51416,6426107.838623,1950.0,4.0
1121,999.0,999.0,999.0,4.0
1122,545093.210938,6426045.398438,1750.0,4.0
1123,545093.210938,6426045.398438,1950.0,4.0
1124,999.0,999.0,999.0,4.0
1125,545025.491211,6425977.708984,1750.0,4.0
1126,545025.491211,6425977.708984,1950.0,4.0
1127,999.0,999.0,999.0,4.0
1128,544957.771729,6425910.019531,1750.0,4.0
1129,544957.771729,6425910.019531,1950.0,4.0
1130,999.0,999.0,999.0,4.0
1131,544890.051758,6425842.330078,1750.0,4.0
1132,544890.051758,6425842.330078,1950.0,4.0
1133,999.0,999.0,999.0,4.0
1134,544822.332031,6425774.640625,1750.0,4.0
1135,544822.332031,6425774.640625,1950.0,4.0
1136,999.0,999.0,999.0,4.0
1137,544754.612305,6425706.951172,1750.0,4.0
1138,544754.612305,6425706.951172,1950.0,4.0
1139,999.0,999.0,999.0,4.0
1140,544692.972168,6425634.146484,1750.0,4.0
1141,544692.972168,6425634.146484,1950.0,4.0
1142,999.0,999.0,999.0,4.0
1143,544631.332275,6425561.341797,1750.0,4.0
1144,544631.332275,6425561.341797,1950.0,4.0
1145,999.0,999.0,999.0,4.0
1146,544569.692383,6425488.537109,1750.0,4.0
1147,544569.692383,6425488.537109,1950.0,4.0
1148,999.0,999.0,999.0,4.0
1149,544516.15625,6425426.116699,1750.0,4.0
1150,544516.15625,6425426.116699,1950.0,4.0
1151,999.0,999.0,999.0,4.0
1152,544462.620117,6425363.696289,1750.0,4.0
1153,544462.620117,6425363.696289,1950.0,4.0
1154,999.0,999.0,999.0,4.0
1155,544409.083984,6425301.275879,1750.0,4.0
1156,544409.083984,6425301.275879,1950.0,4.0
1157,999.0,999.0,999.0,4.0
1158,544355.547852,6425238.855469,1750.0,4.0
1159,544355.547852,6425238.855469,1950.0,4.0
1160,999.0,999.0,999.0,4.0
1161,544293.61499,6425187.561035,1750.0,4.0
1162,544293.61499,6425187.561035,1950.0,4.0
1163,999.0,999.0,999.0,4.0
1164,544231.682129,6425136.266602,1750.0,4.0
1165,544231.682129,6425136.266602,1950.0,4.0
1166,999.0,999.0,999.0,4.0
1167,544169.749268,6425084.972168,1750.0,4.0
1168,544169.749268,6425084.972168,1950.0,4.0
1169,999.0,999.0,999.0,4.0
1170,544107.816406,6425033.677734,1750.0,4.0
1171,544107.816406,6425033.677734,1950.0,4.0
1172,999.0,999.0,999.0,4.0
1173,544043.04126,6424972.222382,1750.0,4.0
1174,544043.04126,6424972.222382,1950.0,4.0
1175,999.0,999.0,999.0,4.0
1176,543978.266113,6424910.767029,1750.0,4.0
1177,543978.266113,6424910.767029,1950.0,4.0
1178,999.0,999.0,999.0,4.0
1179,543913.490967,6424849.311646,1750.0,4.0
1180,543913.490967,6424849.311646,1950.0,4.0
1181,999.0,999.0,999.0,4.0
1182,543848.716064,6424787.856293,1750.0,4.0
1183,543848.716064,6424787.856293,1950.0,4.0
1184,999.0,999.0,999.0,4.0
1185,543783.940918,6424726.40094,1750.0,4.0
1186,543783.940918,6424726.40094,1950.0,4.0
1187,999.0,999.0,999.0,4.0
1188,543719.165771,6424664.945587,1750.0,4.0
1189,543719.165771,6424664.945587,1950.0,4.0
1190,999.0,999.0,999.0,4.0
1191,543654.390625,6424603.490234,1750.0,4.0
1192,543654.390625,6424603.490234,1950.0,4.0
1193,999.0,999.0,999.0,4.0
1194,543569.150879,6424566.874348,1750.0,4.0
1195,543569.150879,6424566.874348,1950.0,4.0
1196,999.0,999.0,999.0,4.0
1197,543483.911621,6424530.258461,1750.0,4.0
1198,543483.911621,6424530.258461,1950.0,4.0
1199,999.0,999.0,999.0,4.0
1200,543398.672119,6424493.642578,1750.0,4.0
1201,543398.672119,6424493.642578,1950.0,4.0
1202,999.0,999.0,999.0,4.0
1203,543936.882813,6424872.197266,1750.0,5.0
1204,543936.882813,6424872.197266,1950.0,5.0
1205,999.0,999.0,999.0,5.0
1206,543927.618164,6424788.392181,1750.0,5.0
1207,543927.618164,6424788.392181,1950.0,5.0
1208,999.0,999.0,999.0,5.0
1209,543918.353271,6424704.587112,1750.0,5.0
1210,543918.353271,6424704.587112,1950.0,5.0
1211,999.0,999.0,999.0,5.0
1212,543909.088379,6424620.782021,1750.0,5.0
1213,543909.088379,6424620.782021,1950.0,5.0
1214,999.0,999.0,999.0,5.0
1215,543899.823486,6424536.976948,1750.0,5.0
1216,543899.823486,6424536.976948,1950.0,5.0
1217,999.0,999.0,999.0,5.0
1218,543890.558594,6424453.171875,1750.0,5.0
1219,543890.558594,6424453.171875,1950.0,5.0
1220,999.0,999.0,999.0,5.0
1221,543841.63501,6424372.744965,1750.0,5.0
1222,543841.63501,6424372.744965,1950.0,5.0
1223,999.0,999.0,999.0,5.0
1224,543792.711426,6424292.318054,1750.0,5.0
1225,543792.711426,6424292.318054,1950.0,5.0
1226,999.0,999.0,999.0,5.0
1227,543743.787842,6424211.891174,1750.0,5.0
1228,543743.787842,6424211.891174,1950.0,5.0
1229,999.0,999.0,999.0,5.0
1230,543694.864258,6424131.464264,1750.0,5.0
1231,543694.864258,6424131.464264,1950.0,5.0
1232,999.0,999.0,999.0,5.0
1233,543645.940918,6424051.037415,1750.0,5.0
1234,543645.940918,6424051.037415,1950.0,5.0
1235,999.0,999.0,999.0,5.0
1236,543597.017334,6423970.610474,1750.0,5.0
1237,543597.017334,6423970.610474,1950.0,5.0
1238,999.0,999.0,999.0,5.0
1239,543548.09375,6423890.183594,1750.0,5.0
1240,543548.09375,6423890.183594,1950.0,5.0
1241,999.0,999.0,999.0,5.0
1242,543490.908203,6423817.717407,1750.0,5.0
1243,543490.908203,6423817.717407,1950.0,5.0
1244,999.0,999.0,999.0,5.0
1245,543433.722656,6423745.251343,1750.0,5.0
1246,543433.722656,6423745.251343,1950.0,5.0
1247,999.0,999.0,999.0,5.0
1248,543376.537109,6423672.785156,1750.0,5.0
1249,543376.537109,6423672.785156,1950.0,5.0
1250,999.0,999.0,999.0,5.0
1251,543319.351563,6423600.31897,1750.0,5.0
1252,543319.351563,6423600.31897,1950.0,5.0
1253,999.0,999.0,999.0,5.0
1254,543262.166016,6423527.852905,1750.0,5.0
1255,543262.166016,6423527.852905,1950.0,5.0
1256,999.0,999.0,999.0,5.0
1257,543204.980469,6423455.386719,1750.0,5.0
