,X,Y,Z,pol
145,540680.4245,6427550.819336,1950.0,0.0
146,999.0,999.0,999.0,0.0
147,540707.64679,6427630.368408,1750.0,0.0
148,540707.64679,6427630.368408,1950.0,0.0
149,999.0,999.0,999.0,0.0
150,540734.869049,6427709.91748,1750.0,0.0
151,540734.869049,6427709.91748,1950.0,0.0
152,999.0,999.0,999.0,0.0
153,540762.091309,6427789.466797,1750.0,0.0
154,540762.091309,6427789.466797,1950.0,0.0
155,999.0,999.0,999.0,0.0
156,540811.217773,6427861.61084,1750.0,0.0
157,540811.217773,6427861.61084,1950.0,0.0
158,999.0,999.0,999.0,0.0
159,540860.344238,6427933.754883,1750.0,0.0
160,540860.344238,6427933.754883,1950.0,0.0
161,999.0,999.0,999.0,0.0
162,540909.470703,6428005.898926,1750.0,0.0
163,540909.470703,6428005.898926,1950.0,0.0
164,999.0,999.0,999.0,0.0
165,540958.597168,6428078.042969,1750.0,0.0
166,540958.597168,6428078.042969,1950.0,0.0
167,999.0,999.0,999.0,0.0
168,540996.766235,6428165.826172,1750.0,0.0
169,540996.766235,6428165.826172,1950.0,0.0
170,999.0,999.0,999.0,0.0
171,541034.935303,6428253.609375,1750.0,0.0
172,541034.935303,6428253.609375,1950.0,0.0
173,999.0,999.0,999.0,0.0
174,541073.10437,6428341.392578,1750.0,0.0
175,541073.10437,6428341.392578,1950.0,0.0
176,999.0,999.0,999.0,0.0
177,541111.273438,6428429.175781,1750.0,0.0
178,541111.273438,6428429.175781,1950.0,0.0
179,999.0,999.0,999.0,0.0
180,541138.959637,6428514.124512,1750.0,0.0
181,541138.959637,6428514.124512,1950.0,0.0
182,999.0,999.0,999.0,0.0
183,541166.645836,6428599.073486,1750.0,0.0
184,541166.645836,6428599.073486,1950.0,0.0
185,999.0,999.0,999.0,0.0
186,541194.332031,6428684.022461,1750.0,0.0
187,541194.332031,6428684.022461,1950.0,0.0
188,999.0,999.0,999.0,0.0
189,541222.018234,6428768.97168,1750.0,0.0
190,541222.018234,6428768.97168,1950.0,0.0
191,999.0,999.0,999.0,0.0
192,541249.704422,6428853.919922,1750.0,0.0
193,541249.704422,6428853.919922,1950.0,0.0
194,999.0,999.0,999.0,0.0
195,541277.390625,6428938.869141,1750.0,0.0
196,541277.390625,6428938.869141,1950.0,0.0
197,999.0,999.0,999.0,0.0
198,541293.807281,6429025.740234,1750.0,0.0
199,541293.807281,6429025.740234,1950.0,0.0
200,999.0,999.0,999.0,0.0
201,541310.223953,6429112.611816,1750.0,0.0
202,541310.223953,6429112.611816,1950.0,0.0
203,999.0,999.0,999.0,0.0
204,541326.640625,6429199.483398,1750.0,0.0
205,541326.640625,6429199.483398,1950.0,0.0
206,999.0,999.0,999.0,0.0
207,541343.057281,6429286.35498,1750.0,0.0
208,541343.057281,6429286.35498,1950.0,0.0
209,999.0,999.0,999.0,0.0
210,541359.473969,6429373.226074,1750.0,0.0
211,541359.473969,6429373.226074,1950.0,0.0
212,999.0,999.0,999.0,0.0
213,541375.890625,6429460.097656,1750.0,0.0
214,541375.890625,6429460.097656,1950.0,0.0
215,999.0,999.0,999.0,0.0
216,541418.670898,6429549.803711,1750.0,0.0
217,541418.670898,6429549.803711,1950.0,0.0
218,999.0,999.0,999.0,0.0
219,541461.451172,6429639.509766,1750.0,0.0
220,541461.451172,6429639.509766,1950.0,0.0
221,999.0,999.0,999.0,0.0
222,541504.231445,6429729.21582,1750.0,0.0
223,541504.231445,6429729.21582,1950.0,0.0
224,999.0,999.0,999.0,0.0
225,541547.011719,6429818.921875,1750.0,0.0
226,541547.011719,6429818.921875,1950.0,0.0
227,999.0,999.0,999.0,0.0
228,541578.307037,6429908.0,1750.0,0.0
229,541578.307037,6429908.0,1950.0,0.0
230,999.0,999.0,999.0,0.0
231,541609.602356,6429997.078125,1750.0,0.0
232,541609.602356,6429997.078125,1950.0,0.0
233,999.0,999.0,999.0,0.0
234,541640.897644,6430086.15625,1750.0,0.0
235,541640.897644,6430086.15625,1950.0,0.0
236,999.0,999.0,999.0,0.0
237,541672.192932,6430175.234375,1750.0,0.0
238,541672.192932,6430175.234375,1950.0,0.0
239,999.0,999.0,999.0,0.0
240,541703.488281,6430264.3125,1750.0,0.0
241,541703.488281,6430264.3125,1950.0,0.0
242,999.0,999.0,999.0,0.0
243,541725.103516,6430344.100586,1750.0,0.0
244,541725.103516,6430344.100586,1950.0,0.0
245,999.0,999.0,999.0,0.0
246,541746.71875,6430423.888672,1750.0,0.0
247,541746.71875,6430423.888672,1950.0,0.0
248,999.0,999.0,999.0,0.0
249,541768.333984,6430503.676758,1750.0,0.0
250,541768.333984,6430503.676758,1950.0,0.0
251,999.0,999.0,999.0,0.0
252,541789.949219,6430583.464844,1750.0,0.0
253,541789.949219,6430583.464844,1950.0,0.0
254,999.0,999.0,999.0,0.0
255,545096.604736,6428169.892578,1750.0,1.0
256,545096.604736,6428169.892578,1950.0,1.0
257,999.0,999.0,999.0,1.0
258,545048.321777,6428090.574463,1750.0,1.0
259,545048.321777,6428090.574463,1950.0,1.0
260,999.0,999.0,999.0,1.0
261,545000.038818,6428011.256348,1750.0,1.0
262,545000.038818,6428011.256348,1950.0,1.0
263,999.0,999.0,999.0,1.0
264,544951.755615,6427931.937988,1750.0,1.0
265,544951.755615,6427931.937988,1950.0,1.0
266,999.0,999.0,999.0,1.0
267,544903.4729,6427852.620117,1750.0,1.0
268,544903.4729,6427852.620117,1950.0,1.0
269,999.0,999.0,999.0,1.0
270,544855.189941,6427773.301758,1750.0,1.0
271,544855.189941,6427773.301758,1950.0,1.0
272,999.0,999.0,999.0,1.0
273,544806.906738,6427693.983643,1750.0,1.0
274,544806.906738,6427693.983643,1950.0,1.0
275,999.0,999.0,999.0,1.0
276,544758.624023,6427614.665527,1750.0,1.0
277,544758.624023,6427614.665527,1950.0,1.0
278,999.0,999.0,999.0,1.0
279,544710.341064,6427535.347412,1750.0,1.0
280,544710.341064,6427535.347412,1950.0,1.0
281,999.0,999.0,999.0,1.0
282,544662.058105,6427456.029297,1750.0,1.0
283,544662.058105,6427456.029297,1950.0,1.0
284,999.0,999.0,999.0,1.0
285,544613.381348,6427397.036133,1750.0,1.0
286,544613.381348,6427397.036133,1950.0,1.0
287,999.0,999.0,999.0,1.0
288,544564.704834,6427338.042969,1750.0,1.0
289,544564.704834,6427338.042969,1950.0,1.0
290,999.0,999.0,999.0,1.0
291,544516.02832,6427279.049805,1750.0,1.0
292,544516.02832,6427279.049805,1950.0,1.0
293,999.0,999.0,999.0,1.0
294,544467.351563,6427220.056641,1750.0,1.0
295,544467.351563,6427220.056641,1950.0,1.0
296,999.0,999.0,999.0,1.0
297,544425.42334,6427134.848145,1750.0,1.0
298,544425.42334,6427134.848145,1950.0,1.0
299,999.0,999.0,999.0,1.0
300,544383.495361,6427049.639648,1750.0,1.0
301,544383.495361,6427049.639648,1950.0,1.0
302,999.0,999.0,999.0,1.0
303,544341.567383,6426964.431152,1750.0,1.0
304,544341.567383,6426964.431152,1950.0,1.0
305,999.0,999.0,999.0,1.0
306,544299.63916,6426879.222656,1750.0,1.0
307,544299.63916,6426879.222656,1950.0,1.0
308,999.0,999.0,999.0,1.0
309,544238.463135,6426804.371582,1750.0,1.0
310,544238.463135,6426804.371582,1950.0,1.0
311,999.0,999.0,999.0,1.0
312,544177.286621,6426729.520508,1750.0,1.0
313,544177.286621,6426729.520508,1950.0,1.0
314,999.0,999.0,999.0,1.0
315,544116.110352,6426654.669434,1750.0,1.0
316,544116.110352,6426654.669434,1950.0,1.0
317,999.0,999.0,999.0,1.0
318,544054.934326,6426579.818359,1750.0,1.0
319,544054.934326,6426579.818359,1950.0,1.0
320,999.0,999.0,999.0,1.0
321,544018.246094,6426503.843262,1750.0,1.0
322,544018.246094,6426503.843262,1950.0,1.0
323,999.0,999.0,999.0,1.0
324,543981.557617,6426427.868164,1750.0,1.0
325,543981.557617,6426427.868164,1950.0,1.0
326,999.0,999.0,999.0,1.0
327,543944.869385,6426351.893066,1750.0,1.0
328,543944.869385,6426351.893066,1950.0,1.0
329,999.0,999.0,999.0,1.0
330,543908.181152,6426275.917969,1750.0,1.0
331,543908.181152,6426275.917969,1950.0,1.0
332,999.0,999.0,999.0,1.0
333,543879.161621,6426197.610352,1750.0,1.0
334,543879.161621,6426197.610352,1950.0,1.0
335,999.0,999.0,999.0,1.0
336,543850.142334,6426119.302734,1750.0,1.0
337,543850.142334,6426119.302734,1950.0,1.0
338,999.0,999.0,999.0,1.0
339,543821.123047,6426040.995117,1750.0,1.0
340,543821.123047,6426040.995117,1950.0,1.0
341,999.0,999.0,999.0,1.0
342,543792.103516,6425962.6875,1750.0,1.0
343,543792.103516,6425962.6875,1950.0,1.0
344,999.0,999.0,999.0,1.0
345,543746.566406,6425896.782104,1750.0,1.0
346,543746.566406,6425896.782104,1950.0,1.0
347,999.0,999.0,999.0,1.0
348,543701.029053,6425830.876587,1750.0,1.0
349,543701.029053,6425830.876587,1950.0,1.0
350,999.0,999.0,999.0,1.0
351,543655.491699,6425764.971069,1750.0,1.0
352,543655.491699,6425764.971069,1950.0,1.0
353,999.0,999.0,999.0,1.0
354,543609.95459,6425699.065674,1750.0,1.0
355,543609.95459,6425699.065674,1950.0,1.0
356,999.0,999.0,999.0,1.0
357,543564.417236,6425633.160156,1750.0,1.0
358,543564.417236,6425633.160156,1950.0,1.0
359,999.0,999.0,999.0,1.0
360,543520.840576,6425552.592102,1750.0,1.0
361,543520.840576,6425552.592102,1950.0,1.0
362,999.0,999.0,999.0,1.0
363,543477.263672,6425472.024048,1750.0,1.0
364,543477.263672,6425472.024048,1950.0,1.0
365,999.0,999.0,999.0,1.0
366,543433.687012,6425391.456055,1750.0,1.0
367,543433.687012,6425391.456055,1950.0,1.0
368,999.0,999.0,999.0,1.0
369,543390.110352,6425310.888,1750.0,1.0
370,543390.110352,6425310.888,1950.0,1.0
371,999.0,999.0,999.0,1.0
372,543346.533691,6425230.320007,1750.0,1.0
373,543346.533691,6425230.320007,1950.0,1.0
374,999.0,999.0,999.0,1.0
375,543302.957031,6425149.751953,1750.0,1.0
376,543302.957031,6425149.751953,1950.0,1.0
377,999.0,999.0,999.0,1.0
378,543269.290039,6425070.301758,1750.0,1.0
379,543269.290039,6425070.301758,1950.0,1.0
380,999.0,999.0,999.0,1.0
381,543235.623047,6424990.851563,1750.0,1.0
382,543235.623047,6424990.851563,1950.0,1.0
383,999.0,999.0,999.0,1.0
384,543196.408691,6424922.593262,1750.0,1.0
385,543196.408691,6424922.593262,1950.0,1.0
386,999.0,999.0,999.0,1.0
387,543157.19458,6424854.334961,1750.0,1.0
388,543157.19458,6424854.334961,1950.0,1.0
389,999.0,999.0,999.0,1.0
390,543117.980347,6424786.07666,1750.0,1.0
391,543117.980347,6424786.07666,1950.0,1.0
392,999.0,999.0,999.0,1.0
393,543078.766113,6424717.818359,1750.0,1.0
394,543078.766113,6424717.818359,1950.0,1.0
395,999.0,999.0,999.0,1.0
396,543033.702515,6424641.90625,1750.0,1.0
397,543033.702515,6424641.90625,1950.0,1.0
398,999.0,999.0,999.0,1.0
399,542988.638916,6424565.994141,1750.0,1.0
400,542988.638916,6424565.994141,1950.0,1.0
401,999.0,999.0,999.0,1.0
402,542943.575317,6424490.082031,1750.0,1.0
403,542943.575317,6424490.082031,1950.0,1.0
404,999.0,999.0,999.0,1.0
405,542898.511719,6424414.169922,1750.0,1.0
406,542898.511719,6424414.169922,1950.0,1.0
407,999.0,999.0,999.0,1.0
408,542850.807861,6424337.366852,1750.0,1.0
409,542850.807861,6424337.366852,1950.0,1.0
410,999.0,999.0,999.0,1.0
411,542803.104004,6424260.563812,1750.0,1.0
412,542803.104004,6424260.563812,1950.0,1.0
413,999.0,999.0,999.0,1.0
414,542755.400146,6424183.760742,1750.0,1.0
415,542755.400146,6424183.760742,1950.0,1.0
416,999.0,999.0,999.0,1.0
417,542707.696289,6424106.957672,1750.0,1.0
418,542707.696289,6424106.957672,1950.0,1.0
419,999.0,999.0,999.0,1.0
420,542659.992432,6424030.154663,1750.0,1.0
421,542659.992432,6424030.154663,1950.0,1.0
422,999.0,999.0,999.0,1.0
423,542612.288574,6423953.351563,1750.0,1.0
424,542612.288574,6423953.351563,1950.0,1.0
425,999.0,999.0,999.0,1.0
426,542570.786133,6423879.410522,1750.0,1.0
427,542570.786133,6423879.410522,1950.0,1.0
428,999.0,999.0,999.0,1.0
429,542529.283936,6423805.469421,1750.0,1.0
430,542529.283936,6423805.469421,1950.0,1.0
431,999.0,999.0,999.0,1.0
432,542487.781616,6423731.52832,1750.0,1.0
433,542487.781616,6423731.52832,1950.0,1.0
434,999.0,999.0,999.0,1.0
435,542446.279297,6423657.58728,1750.0,1.0
436,542446.279297,6423657.58728,1950.0,1.0
437,999.0,999.0,999.0,1.0
438,542404.776855,6423583.646118,1750.0,1.0
439,542404.776855,6423583.646118,1950.0,1.0
440,999.0,999.0,999.0,1.0
441,542363.274658,6423509.705078,1750.0,1.0
442,542363.274658,6423509.705078,1950.0,1.0
443,999.0,999.0,999.0,1.0
444,542293.805298,6423459.427124,1750.0,1.0
445,542293.805298,6423459.427124,1950.0,1.0
446,999.0,999.0,999.0,1.0
447,542224.33606,6423409.14917,1750.0,1.0
448,542224.33606,6423409.14917,1950.0,1.0
449,999.0,999.0,999.0,1.0
450,542154.866821,6423358.871094,1750.0,1.0
451,542154.866821,6423358.871094,1950.0,1.0
452,999.0,999.0,999.0,1.0
453,542085.397522,6423308.59314,1750.0,1.0
454,542085.397522,6423308.59314,1950.0,1.0
455,999.0,999.0,999.0,1.0
456,542015.928284,6423258.315186,1750.0,1.0
457,542015.928284,6423258.315186,1950.0,1.0
458,999.0,999.0,999.0,1.0
459,541946.458984,6423208.037109,1750.0,1.0
460,541946.458984,6423208.037109,1950.0,1.0
461,999.0,999.0,999.0,1.0
462,544559.527344,6428468.976563,1750.0,2.0
463,544559.527344,6428468.976563,1950.0,2.0
464,999.0,999.0,999.0,2.0
465,544501.123535,6428389.957275,1750.0,2.0
466,544501.123535,6428389.957275,1950.0,2.0
467,999.0,999.0,999.0,2.0
468,544442.719727,6428310.937988,1750.0,2.0
469,544442.719727,6428310.937988,1950.0,2.0
470,999.0,999.0,999.0,2.0
471,544384.315918,6428231.918701,1750.0,2.0
472,544384.315918,6428231.918701,1950.0,2.0
473,999.0,999.0,999.0,2.0
474,544325.912109,6428152.899414,1750.0,2.0
475,544325.912109,6428152.899414,1950.0,2.0
476,999.0,999.0,999.0,2.0
477,544267.508301,6428073.880127,1750.0,2.0
478,544267.508301,6428073.880127,1950.0,2.0
479,999.0,999.0,999.0,2.0
480,544209.104492,6427994.86084,1750.0,2.0
481,544209.104492,6427994.86084,1950.0,2.0
482,999.0,999.0,999.0,2.0
483,544150.700684,6427915.841553,1750.0,2.0
484,544150.700684,6427915.841553,1950.0,2.0
485,999.0,999.0,999.0,2.0
486,544092.296875,6427836.822266,1750.0,2.0
487,544092.296875,6427836.822266,1950.0,2.0
488,999.0,999.0,999.0,2.0
489,544036.470703,6427776.808105,1750.0,2.0
490,544036.470703,6427776.808105,1950.0,2.0
491,999.0,999.0,999.0,2.0
492,543980.644531,6427716.793945,1750.0,2.0
493,543980.644531,6427716.793945,1950.0,2.0
494,999.0,999.0,999.0,2.0
495,543924.818359,6427656.779785,1750.0,2.0
496,543924.818359,6427656.779785,1950.0,2.0
497,999.0,999.0,999.0,2.0
498,543868.992188,6427596.765625,1750.0,2.0
499,543868.992188,6427596.765625,1950.0,2.0
500,999.0,999.0,999.0,2.0
501,543840.341797,6427507.47168,1750.0,2.0
502,543840.341797,6427507.47168,1950.0,2.0
503,999.0,999.0,999.0,2.0
504,543811.691406,6427418.177734,1750.0,2.0
505,543811.691406,6427418.177734,1950.0,2.0
506,999.0,999.0,999.0,2.0
507,543783.041016,6427328.883789,1750.0,2.0
508,543783.041016,6427328.883789,1950.0,2.0
509,999.0,999.0,999.0,2.0
510,543754.390625,6427239.589844,1750.0,2.0
511,543754.390625,6427239.589844,1950.0,2.0
512,999.0,999.0,999.0,2.0
513,543723.425781,6427163.367188,1750.0,2.0
514,543723.425781,6427163.367188,1950.0,2.0
515,999.0,999.0,999.0,2.0
516,543692.460938,6427087.144531,1750.0,2.0
517,543692.460938,6427087.144531,1950.0,2.0
518,999.0,999.0,999.0,2.0
519,543661.496094,6427010.921875,1750.0,2.0
520,543661.496094,6427010.921875,1950.0,2.0
521,999.0,999.0,999.0,2.0
522,543630.53125,6426934.699219,1750.0,2.0
523,543630.53125,6426934.699219,1950.0,2.0
524,999.0,999.0,999.0,2.0
525,543599.566406,6426858.476563,1750.0,2.0
526,543599.566406,6426858.476563,1950.0,2.0
527,999.0,999.0,999.0,2.0
528,543555.728516,6426783.521973,1750.0,2.0
529,543555.728516,6426783.521973,1950.0,2.0
530,999.0,999.0,999.0,2.0
531,543511.890625,6426708.567383,1750.0,2.0
532,543511.890625,6426708.567383,1950.0,2.0
533,999.0,999.0,999.0,2.0
534,543468.052734,6426633.612793,1750.0,2.0
535,543468.052734,6426633.612793,1950.0,2.0
536,999.0,999.0,999.0,2.0
537,543424.214844,6426558.658203,1750.0,2.0
538,543424.214844,6426558.658203,1950.0,2.0
539,999.0,999.0,999.0,2.0
540,543396.216797,6426474.223145,1750.0,2.0
541,543396.216797,6426474.223145,1950.0,2.0
542,999.0,999.0,999.0,2.0
543,543368.21875,6426389.788086,1750.0,2.0
544,543368.21875,6426389.788086,1950.0,2.0
545,999.0,999.0,999.0,2.0
546,543340.220703,6426305.353027,1750.0,2.0
547,543340.220703,6426305.353027,1950.0,2.0
548,999.0,999.0,999.0,2.0
549,543312.222656,6426220.917969,1750.0,2.0
550,543312.222656,6426220.917969,1950.0,2.0
551,999.0,999.0,999.0,2.0
552,543258.365234,6426146.706543,1750.0,2.0
553,543258.365234,6426146.706543,1950.0,2.0
554,999.0,999.0,999.0,2.0
555,543204.507813,6426072.495117,1750.0,2.0
556,543204.507813,6426072.495117,1950.0,2.0
557,999.0,999.0,999.0,2.0
558,543150.650391,6425998.283691,1750.0,2.0
559,543150.650391,6425998.283691,1950.0,2.0
560,999.0,999.0,999.0,2.0
561,543096.792969,6425924.072266,1750.0,2.0
562,543096.792969,6425924.072266,1950.0,2.0
563,999.0,999.0,999.0,2.0
564,543075.199829,6425837.505005,1750.0,2.0
565,543075.199829,6425837.505005,1950.0,2.0
566,999.0,999.0,999.0,2.0
567,543053.606567,6425750.937866,1750.0,2.0
568,543053.606567,6425750.937866,1950.0,2.0
569,999.0,999.0,999.0,2.0
570,543032.013306,6425664.370483,1750.0,2.0
571,543032.013306,6425664.370483,1950.0,2.0
572,999.0,999.0,999.0,2.0
573,543010.420166,6425577.803345,1750.0,2.0
574,543010.420166,6425577.803345,1950.0,2.0
575,999.0,999.0,999.0,2.0
576,542988.826904,6425491.236023,1750.0,2.0
577,542988.826904,6425491.236023,1950.0,2.0
578,999.0,999.0,999.0,2.0
579,542967.233765,6425404.668823,1750.0,2.0
580,542967.233765,6425404.668823,1950.0,2.0
581,999.0,999.0,999.0,2.0
582,542945.640625,6425318.101563,1750.0,2.0
583,542945.640625,6425318.101563,1950.0,2.0
584,999.0,999.0,999.0,2.0
585,542896.239258,6425248.800781,1750.0,2.0
586,542896.239258,6425248.800781,1950.0,2.0
587,999.0,999.0,999.0,2.0
588,542846.837891,6425179.5,1750.0,2.0
589,542846.837891,6425179.5,1950.0,2.0
590,999.0,999.0,999.0,2.0
591,542797.436523,6425110.199219,1750.0,2.0
592,542797.436523,6425110.199219,1950.0,2.0
593,999.0,999.0,999.0,2.0
594,542748.035156,6425040.898438,1750.0,2.0
595,542748.035156,6425040.898438,1950.0,2.0
596,999.0,999.0,999.0,2.0
597,542720.985352,6424956.182129,1750.0,2.0
598,542720.985352,6424956.182129,1950.0,2.0
599,999.0,999.0,999.0,2.0
600,542693.935547,6424871.46582,1750.0,2.0
601,542693.935547,6424871.46582,1950.0,2.0
602,999.0,999.0,999.0,2.0
603,542666.885742,6424786.749512,1750.0,2.0
604,542666.885742,6424786.749512,1950.0,2.0
605,999.0,999.0,999.0,2.0
606,542639.835938,6424702.033203,1750.0,2.0
607,542639.835938,6424702.033203,1950.0,2.0
608,999.0,999.0,999.0,2.0
609,542576.201538,6424628.943752,1750.0,2.0
610,542576.201538,6424628.943752,1950.0,2.0
611,999.0,999.0,999.0,2.0
612,542512.567261,6424555.854301,1750.0,2.0
613,542512.567261,6424555.854301,1950.0,2.0
614,999.0,999.0,999.0,2.0
615,542448.932861,6424482.764832,1750.0,2.0
616,542448.932861,6424482.764832,1950.0,2.0
617,999.0,999.0,999.0,2.0
618,542385.29834,6424409.675385,1750.0,2.0
619,542385.29834,6424409.675385,1950.0,2.0
620,999.0,999.0,999.0,2.0
621,542321.664063,6424336.585938,1750.0,2.0
622,542321.664063,6424336.585938,1950.0,2.0
623,999.0,999.0,999.0,2.0
624,542292.867676,6424250.638672,1750.0,2.0
625,542292.867676,6424250.638672,1950.0,2.0
626,999.0,999.0,999.0,2.0
627,542264.071289,6424164.691406,1750.0,2.0
628,542264.071289,6424164.691406,1950.0,2.0
629,999.0,999.0,999.0,2.0
630,542235.274902,6424078.744141,1750.0,2.0
631,542235.274902,6424078.744141,1950.0,2.0
632,999.0,999.0,999.0,2.0
633,542206.478516,6423992.796875,1750.0,2.0
