X Y Z
542949.310303 6423199.888672 1750.0
542949.310303 6423199.888672 1950.0
999.0 999.0 999.0
542915.567383 6423112.274658 1750.0
542915.567383 6423112.274658 1950.0
999.0 999.0 999.0
542881.824341 6423024.660645 1750.0
542881.824341 6423024.660645 1950.0
999.0 999.0 999.0
542848.081543 6422937.046631 1750.0
542848.081543 6422937.046631 1950.0
999.0 999.0 999.0
542814.338501 6422849.432617 1750.0
542814.338501 6422849.432617 1950.0
999.0 999.0 999.0
542780.595459 6422761.818604 1750.0
542780.595459 6422761.818604 1950.0
999.0 999.0 999.0
542746.852539 6422674.20459 1750.0
542746.852539 6422674.20459 1950.0
999.0 999.0 999.0
542713.109619 6422586.590576 1750.0
542713.109619 6422586.590576 1950.0
999.0 999.0 999.0
542679.366699 6422498.976563 1750.0
542679.366699 6422498.976563 1950.0
999.0 999.0 999.0
542663.038086 6422402.858398 1750.0
542663.038086 6422402.858398 1950.0
999.0 999.0 999.0
542646.709473 6422306.739746 1750.0
542646.709473 6422306.739746 1950.0
999.0 999.0 999.0
542630.380859 6422210.621582 1750.0
542630.380859 6422210.621582 1950.0
999.0 999.0 999.0
542614.052246 6422114.503418 1750.0
542614.052246 6422114.503418 1950.0
999.0 999.0 999.0
542597.723633 6422018.38501 1750.0
542597.723633 6422018.38501 1950.0
999.0 999.0 999.0
542581.39502 6421922.266602 1750.0
542581.39502 6421922.266602 1950.0
999.0 999.0 999.0
542565.066406 6421826.148438 1750.0
542565.066406 6421826.148438 1950.0
999.0 999.0 999.0
542533.339722 6421733.594238 1750.0
542533.339722 6421733.594238 1950.0
999.0 999.0 999.0
542501.613281 6421641.040039 1750.0
542501.613281 6421641.040039 1950.0
999.0 999.0 999.0
542469.886719 6421548.48584 1750.0
542469.886719 6421548.48584 1950.0
999.0 999.0 999.0
542438.160156 6421455.931641 1750.0
542438.160156 6421455.931641 1950.0
999.0 999.0 999.0
542406.433594 6421363.377441 1750.0
542406.433594 6421363.377441 1950.0
999.0 999.0 999.0
542374.707031 6421270.823242 1750.0
542374.707031 6421270.823242 1950.0
999.0 999.0 999.0
542336.678345 6421181.449707 1750.0
542336.678345 6421181.449707 1950.0
999.0 999.0 999.0
542298.649658 6421092.075684 1750.0
542298.649658 6421092.075684 1950.0
999.0 999.0 999.0
542260.621094 6421002.702148 1750.0
542260.621094 6421002.702148 1950.0
999.0 999.0 999.0
542217.865845 6420918.88916 1750.0
542217.865845 6420918.88916 1950.0
999.0 999.0 999.0
542175.110596 6420835.075928 1750.0
542175.110596 6420835.075928 1950.0
999.0 999.0 999.0
542132.355469 6420751.262695 1750.0
542132.355469 6420751.262695 1950.0
999.0 999.0 999.0
542089.60022 6420667.449707 1750.0
542089.60022 6420667.449707 1950.0
999.0 999.0 999.0
542046.845093 6420583.63623 1750.0
542046.845093 6420583.63623 1950.0
999.0 999.0 999.0
542004.089844 6420499.823242 1750.0
542004.089844 6420499.823242 1950.0
999.0 999.0 999.0
541955.189453 6420430.0 1750.0
541955.189453 6420430.0 1950.0
999.0 999.0 999.0
541906.289063 6420360.176758 1750.0
541906.289063 6420360.176758 1950.0
999.0 999.0 999.0
541845.344238 6420287.445313 1750.0
541845.344238 6420287.445313 1950.0
999.0 999.0 999.0
541784.399414 6420214.713379 1750.0
541784.399414 6420214.713379 1950.0
999.0 999.0 999.0
541723.45459 6420141.981445 1750.0
541723.45459 6420141.981445 1950.0
999.0 999.0 999.0
541662.509766 6420069.25 1750.0
541662.509766 6420069.25 1950.0
999.0 999.0 999.0
541601.564941 6419996.518555 1750.0
541601.564941 6419996.518555 1950.0
999.0 999.0 999.0
541540.620117 6419923.786621 1750.0
541540.620117 6419923.786621 1950.0
999.0 999.0 999.0
541479.675293 6419851.054688 1750.0
541479.675293 6419851.054688 1950.0
999.0 999.0 999.0
541418.730469 6419778.323242 1750.0
541418.730469 6419778.323242 1950.0
999.0 999.0 999.0
541350.584961 6419712.932617 1750.0
541350.584961 6419712.932617 1950.0
999.0 999.0 999.0
541282.439453 6419647.54248 1750.0
541282.439453 6419647.54248 1950.0
999.0 999.0 999.0
541214.293945 6419582.152344 1750.0
541214.293945 6419582.152344 1950.0
999.0 999.0 999.0
541146.148438 6419516.761719 1750.0
541146.148438 6419516.761719 1950.0
999.0 999.0 999.0
541078.00293 6419451.371094 1750.0
541078.00293 6419451.371094 1950.0
999.0 999.0 999.0
541009.857422 6419385.980957 1750.0
541009.857422 6419385.980957 1950.0
999.0 999.0 999.0
540941.711914 6419320.59082 1750.0
540941.711914 6419320.59082 1950.0
999.0 999.0 999.0
540873.566406 6419255.200195 1750.0
540873.566406 6419255.200195 1950.0
999.0 999.0 999.0
