X Y Z
541691.2677 6424671.632813 1750.0
541691.2677 6424671.632813 1950.0
999.0 999.0 999.0
541652.481934 6424597.814453 1750.0
541652.481934 6424597.814453 1950.0
999.0 999.0 999.0
541637.206299 6424499.138016 1750.0
541637.206299 6424499.138016 1950.0
999.0 999.0 999.0
541621.930664 6424400.461578 1750.0
541621.930664 6424400.461578 1950.0
999.0 999.0 999.0
541606.655029 6424301.785156 1750.0
541606.655029 6424301.785156 1950.0
999.0 999.0 999.0
541591.379395 6424203.108704 1750.0
541591.379395 6424203.108704 1950.0
999.0 999.0 999.0
541576.10376 6424104.432312 1750.0
541576.10376 6424104.432312 1950.0
999.0 999.0 999.0
541560.828125 6424005.755859 1750.0
541560.828125 6424005.755859 1950.0
999.0 999.0 999.0
541523.107147 6423924.983948 1750.0
541523.107147 6423924.983948 1950.0
999.0 999.0 999.0
541485.386139 6423844.212036 1750.0
541485.386139 6423844.212036 1950.0
999.0 999.0 999.0
541447.665131 6423763.440247 1750.0
541447.665131 6423763.440247 1950.0
999.0 999.0 999.0
541409.944153 6423682.668335 1750.0
541409.944153 6423682.668335 1950.0
999.0 999.0 999.0
541372.223145 6423601.896484 1750.0
541372.223145 6423601.896484 1950.0
999.0 999.0 999.0
541361.514526 6423520.961426 1750.0
541361.514526 6423520.961426 1950.0
999.0 999.0 999.0
541350.805908 6423440.026367 1750.0
541350.805908 6423440.026367 1950.0
999.0 999.0 999.0
541340.09729 6423359.091309 1750.0
541340.09729 6423359.091309 1950.0
999.0 999.0 999.0
541329.388672 6423278.15625 1750.0
541329.388672 6423278.15625 1950.0
999.0 999.0 999.0
541316.920807 6423190.881592 1750.0
541316.920807 6423190.881592 1950.0
999.0 999.0 999.0
541304.452957 6423103.606812 1750.0
541304.452957 6423103.606812 1950.0
999.0 999.0 999.0
541291.985107 6423016.332031 1750.0
541291.985107 6423016.332031 1950.0
999.0 999.0 999.0
541279.517242 6422929.057373 1750.0
541279.517242 6422929.057373 1950.0
999.0 999.0 999.0
541267.049393 6422841.782471 1750.0
541267.049393 6422841.782471 1950.0
999.0 999.0 999.0
541254.581543 6422754.507813 1750.0
541254.581543 6422754.507813 1950.0
999.0 999.0 999.0
541222.892456 6422670.349854 1750.0
541222.892456 6422670.349854 1950.0
999.0 999.0 999.0
541191.203369 6422586.191895 1750.0
541191.203369 6422586.191895 1950.0
999.0 999.0 999.0
541159.514282 6422502.033936 1750.0
541159.514282 6422502.033936 1950.0
999.0 999.0 999.0
541127.825195 6422417.875977 1750.0
541127.825195 6422417.875977 1950.0
999.0 999.0 999.0
541096.136108 6422333.718018 1750.0
541096.136108 6422333.718018 1950.0
999.0 999.0 999.0
541064.447021 6422249.560059 1750.0
541064.447021 6422249.560059 1950.0
999.0 999.0 999.0
541032.757935 6422165.4021 1750.0
541032.757935 6422165.4021 1950.0
999.0 999.0 999.0
541001.068848 6422081.244141 1750.0
541001.068848 6422081.244141 1950.0
999.0 999.0 999.0
540964.615051 6421991.434326 1750.0
540964.615051 6421991.434326 1950.0
999.0 999.0 999.0
540928.161255 6421901.624512 1750.0
540928.161255 6421901.624512 1950.0
999.0 999.0 999.0
540891.707458 6421811.814697 1750.0
540891.707458 6421811.814697 1950.0
999.0 999.0 999.0
540855.253662 6421722.004883 1750.0
540855.253662 6421722.004883 1950.0
999.0 999.0 999.0
540818.799866 6421632.195068 1750.0
540818.799866 6421632.195068 1950.0
999.0 999.0 999.0
540782.346069 6421542.385254 1750.0
540782.346069 6421542.385254 1950.0
999.0 999.0 999.0
540745.892273 6421452.575439 1750.0
540745.892273 6421452.575439 1950.0
999.0 999.0 999.0
540709.438477 6421362.765625 1750.0
540709.438477 6421362.765625 1950.0
999.0 999.0 999.0
540660.69696 6421289.154297 1750.0
540660.69696 6421289.154297 1950.0
999.0 999.0 999.0
540611.955414 6421215.543457 1750.0
540611.955414 6421215.543457 1950.0
999.0 999.0 999.0
540563.213867 6421141.932129 1750.0
540563.213867 6421141.932129 1950.0
999.0 999.0 999.0
540514.472351 6421068.320801 1750.0
540514.472351 6421068.320801 1950.0
999.0 999.0 999.0
540465.730774 6420994.709961 1750.0
540465.730774 6420994.709961 1950.0
999.0 999.0 999.0
540416.989258 6420921.098633 1750.0
540416.989258 6420921.098633 1950.0
999.0 999.0 999.0
540331.451355 6420874.941406 1750.0
540331.451355 6420874.941406 1950.0
999.0 999.0 999.0
540245.913391 6420828.784424 1750.0
540245.913391 6420828.784424 1950.0
999.0 999.0 999.0
540160.375427 6420782.627197 1750.0
540160.375427 6420782.627197 1950.0
999.0 999.0 999.0
540074.837463 6420736.470215 1750.0
540074.837463 6420736.470215 1950.0
999.0 999.0 999.0
539989.299561 6420690.312988 1750.0
539989.299561 6420690.312988 1950.0
999.0 999.0 999.0
539903.761597 6420644.155762 1750.0
539903.761597 6420644.155762 1950.0
999.0 999.0 999.0
539818.223633 6420597.998779 1750.0
539818.223633 6420597.998779 1950.0
999.0 999.0 999.0
539732.685791 6420551.841553 1750.0
539732.685791 6420551.841553 1950.0
999.0 999.0 999.0
539647.147827 6420505.68457 1750.0
539647.147827 6420505.68457 1950.0
999.0 999.0 999.0
539561.609863 6420459.527344 1750.0
539561.609863 6420459.527344 1950.0
999.0 999.0 999.0
539476.071899 6420413.370117 1750.0
539476.071899 6420413.370117 1950.0
999.0 999.0 999.0
539390.533936 6420367.212891 1750.0
539390.533936 6420367.212891 1950.0
999.0 999.0 999.0
539304.996094 6420321.056152 1750.0
539304.996094 6420321.056152 1950.0
999.0 999.0 999.0
539219.45813 6420274.898926 1750.0
539219.45813 6420274.898926 1950.0
999.0 999.0 999.0
539133.920166 6420228.741699 1750.0
539133.920166 6420228.741699 1950.0
999.0 999.0 999.0
539048.382202 6420182.584473 1750.0
539048.382202 6420182.584473 1950.0
999.0 999.0 999.0
538962.844238 6420136.427246 1750.0
538962.844238 6420136.427246 1950.0
999.0 999.0 999.0
538877.306396 6420090.270508 1750.0
538877.306396 6420090.270508 1950.0
999.0 999.0 999.0
538791.768311 6420044.112793 1750.0
538791.768311 6420044.112793 1950.0
999.0 999.0 999.0
538706.230469 6419997.956055 1750.0
538706.230469 6419997.956055 1950.0
999.0 999.0 999.0
