X Y Z
548760.960938 6424930.705078 1750.0
548760.960938 6424930.705078 1950.0
999.0 999.0 999.0
548699.549316 6424854.306915 1750.0
548699.549316 6424854.306915 1950.0
999.0 999.0 999.0
548638.137695 6424777.908768 1750.0
548638.137695 6424777.908768 1950.0
999.0 999.0 999.0
548576.725586 6424701.51059 1750.0
548576.725586 6424701.51059 1950.0
999.0 999.0 999.0
548515.313477 6424625.112434 1750.0
548515.313477 6424625.112434 1950.0
999.0 999.0 999.0
548453.901855 6424548.714272 1750.0
548453.901855 6424548.714272 1950.0
999.0 999.0 999.0
548392.490234 6424472.316116 1750.0
548392.490234 6424472.316116 1950.0
999.0 999.0 999.0
548331.078125 6424395.917969 1750.0
548331.078125 6424395.917969 1950.0
999.0 999.0 999.0
548287.069336 6424317.808197 1750.0
548287.069336 6424317.808197 1950.0
999.0 999.0 999.0
548243.05957 6424239.698425 1750.0
548243.05957 6424239.698425 1950.0
999.0 999.0 999.0
548199.050293 6424161.588654 1750.0
548199.050293 6424161.588654 1950.0
999.0 999.0 999.0
548155.041016 6424083.478943 1750.0
548155.041016 6424083.478943 1950.0
999.0 999.0 999.0
548111.03125 6424005.369141 1750.0
548111.03125 6424005.369141 1950.0
999.0 999.0 999.0
548077.12207 6423946.376343 1750.0
548077.12207 6423946.376343 1950.0
999.0 999.0 999.0
548043.213867 6423887.383484 1750.0
548043.213867 6423887.383484 1950.0
999.0 999.0 999.0
548009.304688 6423828.390625 1750.0
548009.304688 6423828.390625 1950.0
999.0 999.0 999.0
547980.401855 6423744.75531 1750.0
547980.401855 6423744.75531 1950.0
999.0 999.0 999.0
547951.499023 6423661.119873 1750.0
547951.499023 6423661.119873 1950.0
999.0 999.0 999.0
547922.595703 6423577.48468 1750.0
547922.595703 6423577.48468 1950.0
999.0 999.0 999.0
547893.693359 6423493.849365 1750.0
547893.693359 6423493.849365 1950.0
999.0 999.0 999.0
547864.790039 6423410.213989 1750.0
547864.790039 6423410.213989 1950.0
999.0 999.0 999.0
547835.887207 6423326.578735 1750.0
